id_analyse,nom_analyse,nom_prenom,nageur_sexe,competition_nom,mois_annee,distance_course,style_nage,round,temps_final,temps_reaction,temps_vol,temps_depart,DISTANCE_FIN_COULEE,LONGUEUR,TEMPS_FIN_COULEE,TEMPS_DE_PASSAGE
10516847,200 Nage Libre Demi-finale CE 2022 ROME,FAIN Katja,f,CE 2022 ROME,2022-08,200,Nage Libre,Demi-finale,118.25,0.78,0.98,1.76,10.24;56.80;106.23;156.79,0;50;100;150,4.76;31.33;61.66;91.95,28.41;58.96;89.01;118.25
10517509,200 4 Nages Finale CM 2022 BUDAPEST,SATES Matthew,m,CM 2022 BUDAPEST,2022-06,200,4 Nages,Finale,118.27,0.64,0.95,1.5899999999999999,15.56;63.20;109.43;156.38,0;50;100;150,5.99;32.21;61.52;93.54,24.81;56.16;90.02;118.27
761112,200 Nage Libre Finale CPEM 2015 CHARTRES,BONNET Charlotte,f,CPEM 2015 CHARTRES,2015-08,200,Nage Libre,Finale,118.28,0.69,0.89,1.58,11.04;56.35;106.95;155.92,0;50;100;150,5.01;30.29;60.45;90.29,27.56;57.14;87.68;118.28
10519194,200 Papillon Finale GFT 2021 NICE,MARTON Richard,m,GFT 2021 NICE,2021-02,200,Papillon,Finale,118.29,0.6,0.96,1.56,13.24;61.62;111.03;160.28,0;50;100;150,5.7;33.02;62.86;93.35,26.3;56.66;87.41;118.29
10514686,200 Nage Libre Series CE 2018 GLASGOW,BONNET Charlotte,f,CE 2018 GLASGOW,2018-08,200,Nage Libre,Series,118.3,0.68,0.83,1.51,12.48;57.55;107.34;158.36,0;50;100;150,5.3;30.44;60.02;91.34,27.08;56.73;87.44;118.3
10517986,200 4 Nages Series JO 2021 TOKYO,MARCHAND Leon,m,JO 2021 TOKYO,2021-07,200,4 Nages,Series,118.3,0.68,1.0,1.6800000000000002,14.40;63.04;109.35;160.98,0;50;100;150,5.76;32.49;61.32;95.37,25.32;55.81;89.44;118.3
10517161,200 4 Nages Series CM 2022 BUDAPEST,POLONSKY Ron,m,CM 2022 BUDAPEST,2022-06,200,4 Nages,Series,118.31,0.7,1.0,1.7,13.73;61.21;110.66;160.05,0;50;100;150,5.63;31.7;61.51;94.81,25.87;55.33;89.49;118.31
10517638,200 Nage Libre Series CE 2021 BUDAPEST,BONNET Charlotte,f,CE 2021 BUDAPEST,2021-05,200,Nage Libre,Series,118.33,0.68,0.94,1.62,12.03;56.34;106.46;156.54,0;50;100;150,5.23;29.45;59.03;89.92,26.75;56.13;86.89;118.33
10519942,200 4 Nages Finale CE 2022 ROME,LOPES Gabriel Jose,m,CE 2022 ROME,2022-08,200,4 Nages,Finale,118.34,0.59,0.94,1.5299999999999998,14.82;64.12;110.79;161.32,0;50;100;150,5.82;32.86;61.05;94.83,25.36;54.6;88.62;118.34
10517876,200 4 Nages Finale CE 2021 BUDAPEST,VAZAIOS Andreas,m,CE 2021 BUDAPEST,2021-05,200,4 Nages,Finale,118.35,0.63,0.97,1.6,14.79;63.91;111.76;158.06,0;50;100;150,5.77;32.9;62.07;93.89,25.72;55.13;89.8;118.35
10520195,200 Nage Libre Finale MN 2021 MONACO,BONNET Charlotte,f,MN 2021 MONACO,2021-05,200,Nage Libre,Finale,118.38,0.7,0.97,1.67,12.42;57.39;107.37;157.24,0;50;100;150,5.58;31.7;62.42;93.17,28.46;59.26;90.26;118.38
10522423,200 4 Nages Series CM 2023 FUKUOKA,MARCHAND Leon,m,CM 2023 FUKUOKA,2023-07,200,4 Nages,Series,118.38,0.67,0.98,1.65,15.36;64.28;110.15;160.38,0;50;100;150,5.81;32.65;60.52;94.79,25.22;54.53;89.07;118.38
762197,200 Papillon Series UNIV 2015 GWANGJU,COELHO Jordan,m,UNIV 2015 GWANGJU,2015-07,200,Papillon,Series,118.39,0.65,0.89,1.54,14.49;60.25;110.25;159.43,0;50;100;150,6;32.04;62.28;92.68,26.09;56.29;86.99;118.39
10519189,200 4 Nages Finale GFT 2021 NICE,DESPLANCHES Jeremy,m,GFT 2021 NICE,2021-02,200,4 Nages,Finale,118.4,0.6,0.94,1.54,13.13;59.36;110.29;157.66,0;50;100;150,5.35;30.32;61;93.72,25.36;55.04;89.68;118.4
10519999,200 Papillon Finale MN 2022 MONACO,TAYLAN Noyan,m,MN 2022 MONACO,2022-05,200,Papillon,Finale,118.4,0.65,1.01,1.6600000000000001,12.81;58.56;108.98;158.94,0;50;100;150,5.33;31.1;61.62;92.76,26.28;56.55;87.69;118.4
10521078,200 Dos Finale JM 2022 ORAN,BRUN Christophe,m,JM 2022 ORAN,2022-07,200,Dos,Finale,118.4,0.59,0.76,1.35,13.88;60.03;109.67;158.96,0;50;100;150,6.42;33.23;63.31;93,28.36;58.51;88.81;118.4
10517134,200 Nage Libre Series CM 2022 BUDAPEST,RUCK Taylor,f,CM 2022 BUDAPEST,2022-06,200,Nage Libre,Series,118.41,0.71,0.96,1.67,13.25;57.66;107.17;157.07,0;50;100;150,5.77;30.75;60.41;90.97,27.15;57.18;87.64;118.41
10522318,200 Nage Libre Finale U23 2023 DUBLIN,TESSARIOL Lucile,f,U23 2023 DUBLIN,2023-08,200,Nage Libre,Finale,118.42,0.7,1.02,1.72,10.78;56.03;106.23;156.39,0;50;100;150,4.98;30.98;61.28;91.68,28.39;58.57;88.89;118.42
10515607,200 Nage Libre Series CF 2022 LIMOGES,BONNET Charlotte,f,CF 2022 LIMOGES,2022-04,200,Nage Libre,Series,118.43,0.68,0.94,1.62,12.11;56.37;106.69;157.01,0;50;100;150,5.36;29.9;59.97;90.98,27.19;56.98;87.87;118.43
10521736,200 Dos Finale GFT 2023 SAINT-GERMAIN,TOMAC Mewen,m,GFT 2023 SAINT-GERMAIN,2023-03,200,Dos,Finale,118.44,0.61,0.69,1.2999999999999998,13.88;62.46;112.77;162.76,0;50;100;150,6.17;33.74;63.99;94.65,27.55;57.5;88.08;118.44
1054939,200 Nage Libre Series CF 2017 STRASBOURG,BONNET Charlotte,f,CF 2017 STRASBOURG,2017-05,200,Nage Libre,Series,118.45,0.68,0.93,1.61,12.84;56.41;106.80;155.90,0;50;100;150,5.58;29.94;59.67;90.29,27.19;56.76;87.62;118.45
8482,200 Dos Demi-finale CEJ 2023 BELGRADE,FICHER Merlin,m,CEJ 2023 BELGRADE,2023-07,200,Dos,Demi-finale,118.45,0.62,0.74,1.3599999999999999,14.82;60.53;109.68;158.71,0;50;100;150,7.28;33.61;63.15;93.05,28.39;58.46;88.97;118.45
10515828,200 Dos Finale CF 2021 MONTPELLIER,MATHIEU Geoffroy,m,CF 2021 MONTPELLIER,2021-12,200,Dos,Finale,118.46,0.61,0.7,1.31,14.65;59.95;108.88;159.74,0;50;100;150,6.61;32.95;62.9;93.87,28.02;58.69;89.18;118.46
10520359,200 Nage Libre Series CF 2020 SAINT-RAPHAEL,BONNET Charlotte,f,CF 2020 SAINT-RAPHAEL,2020-12,200,Nage Libre,Series,118.46,0.66,0.89,1.55,12.82;57.78;107.54;156.66,0;50;100;150,5.52;30.8;60.77;91.09,27.25;57.46;88.18;118.46
10522600,200 Dos Series CF 2023 RENNES,HERLEM Antoine,m,CF 2023 RENNES,2023-06,200,Dos,Series,118.47,0.62,0.76,1.38,14.34;63.59;112.39;163.58,0;50;100;150,6.47;34.66;63.45;94.66,27.75;57.13;87.57;118.47
10517847,200 Nage Libre Finale CE 2021 BUDAPEST,MUREZ Andrea,f,CE 2021 BUDAPEST,2021-05,200,Nage Libre,Finale,118.48,0.68,1.05,1.73,11.49;57.43;107.39;158.18,0;50;100;150,5.11;30.47;60.05;90.66,27.21;56.69;86.78;118.48
762123,200 Dos Finale CF 2016 MONTPELLIER,STASIULIS Benjamin,m,CF 2016 MONTPELLIER,2016-03,200,Dos,Finale,118.48,0.63,0.78,1.4100000000000001,16.11;62.67;111.61;161.24,0;50;100;150,7.13;33.64;63;93.42,27.44;57.23;87.83;118.48
10522202,200 Dos Finale CM 2019 GWANGJU,THORMEYER Markus,m,CM 2019 GWANGJU,2019-07,200,Dos,Finale,118.5,0.67,0.74,1.4100000000000001,13.10;59.21;109.50;158.48,0;50;100;150,6.06;32.02;62.17;91.77,27.72;57.67;87.79;118.5
10517557,200 Papillon Series CHPTS ESP 2021,TAYLAN Noyan,m,CHPTS ESP 2021,2021-08,200,Papillon,Series,118.51,0.6,0.85,1.45,12.52;56.94;106.59;156.57,0;50;100;150,5.28;30.18;59.85;90.79,27.05;56.16;87.67;118.51
761728,200 Papillon Finale Golden FFN Tour Marseille,COELHO Jordan,m,Golden FFN Tour Marseille,2016-03,200,Papillon,Finale,118.51,0.7,1.02,1.72,15.21;60.95;110.86;161.25,0;50;100;150,6.2;32.8;62.93;94.3,26.57;56.7;87.8;118.51
10514280,200 Papillon Finale CF 2018 SAINT RAPHAEL,COELHO Jordan,m,CF 2018 SAINT RAPHAEL,2018-05,200,Papillon,Finale,118.52,0.67,0.99,1.6600000000000001,15.26;60.89;110.53;161.20,0;50;100;150,6.22;32.45;62.52;93.96,26.29;56.5;87.59;118.52
10517526,200 Dos Finale CM 2022 BUDAPEST,KOVACS Benedek Bendeguz,m,CM 2022 BUDAPEST,2022-06,200,Dos,Finale,118.52,0.67,0.77,1.44,14.22;59.79;109.57;159.13,0;50;100;150,6.53;31.86;62.02;92.56,27.22;57.43;88.29;118.52
10517875,200 4 Nages Finale CE 2021 BUDAPEST,LITCHFIELD Max,m,CE 2021 BUDAPEST,2021-05,200,4 Nages,Finale,118.52,0.61,0.92,1.53,13.58;63.18;111.09;159.14,0;50;100;150,5.36;32.66;62.15;95.27,25.68;55.41;90.43;118.52
10520893,200 Nage Libre Series CF 2019 RENNES,FABRE Margaux,f,CF 2019 RENNES,2019-04,200,Nage Libre,Series,118.54,0.67,0.94,1.6099999999999999,9.30;55.18;105.19;154.47,0;50;100;150,4.28;29.73;59.43;89.98,27.6;57.27;87.94;118.54
76721,200 Nage Libre Series CE 2016 LONDRES ,BONNET Charlotte,f,CE 2016 LONDRES ,2016-05,200,Nage Libre,Series,118.54,0.7,0.85,1.5499999999999998,10.91;56.15;105.75;156.21,0;50;100;150,4.91;30.03;59.6;90.56,27.45;57.19;87.85;118.54
10517833,200 Dos Finale CE 2021 BUDAPEST,SKIERKA Jakub,m,CE 2021 BUDAPEST,2021-05,200,Dos,Finale,118.56,0.62,0.73,1.35,15.26;65.16;114.13;164.50,0;50;100;150,6.85;36.13;65.93;96.11,28.62;58.86;88.97;118.56
10518678,200 Dos Finale GFT 2021 MARSEILLE,CHRISTOU Apostolos,m,GFT 2021 MARSEILLE,2021-03,200,Dos,Finale,118.58,0.5,0.65,1.15,14.35;61.23;111.10;160.24,0;50;100;150,6.22;32.93;63.53;93.58,27.68;58.19;88.95;118.58
10520856,200 Papillon Finale CF 2019 RENNES,MARCHAND Leon,m,CF 2019 RENNES,2019-04,200,Papillon,Finale,118.6,0.62,1.0,1.62,13.58;60.34;109.32;160.22,0;50;100;150,5.72;32.13;61.79;93.4,26.13;56.2;87.3;118.6
10516607,200 Papillon Finale CF 2021 CHARTRES,TAYLAN Noyan,m,CF 2021 CHARTRES,2021-06,200,Papillon,Finale,118.64,0.64,0.92,1.56,11.56;57.03;107.01;157.43,0;50;100;150,4.98;30.41;60.62;92.16,26.48;56.82;88.01;118.64
10517702,200 Dos Finale CE 2021 BUDAPEST,HERLEM Antoine,m,CE 2021 BUDAPEST,2021-05,200,Dos,Finale,118.64,0.59,0.69,1.2799999999999998,13.48;62.12;112.64;161.84,0;50;100;150,6.19;34.11;64.05;94.15,28.2;57.74;88.05;118.64
10514698,200 Dos Demi-finale CE 2018 GLASGOW,MATHIEU Geoffroy,m,CE 2018 GLASGOW,2018-08,200,Dos,Demi-finale,118.65,0.66,0.81,1.4700000000000002,14.17;60.46;109.68;159.68,0;50;100;150,6.46;33.17;63.31;93.74,28.01;58.73;89.07;118.65
10518810,200 Dos Series GFT 2021 MARSEILLE,MATHIEU Geoffroy,m,GFT 2021 MARSEILLE,2021-03,200,Dos,Series,118.67,0.5,0.6,1.1,14.64;60.09;109.79;159.54,0;50;100;150,6.52;32.55;62.89;93.24,28.03;58.37;88.95;118.67
10520106,200 Nage Libre Series MN 2022 CANET,BONNET Charlotte,f,MN 2022 CANET,2022-05,200,Nage Libre,Series,118.67,0.73,0.98,1.71,11.62;56.36;106.30;156.36,0;50;100;150,5.3;30.96;61.1;91.45,28.18;58.35;88.7;118.67
10517154,200 4 Nages Series CM 2022 BUDAPEST,MARCHAND Leon,m,CM 2022 BUDAPEST,2022-06,200,4 Nages,Series,118.7,0.68,0.99,1.67,15.45;64.33;110.32;160.23,0;50;100;150,6.06;32.98;60.38;94.18,25.45;54.35;88.37;118.7
1054972,200 Nage Libre Finale CF 2017 STRASBOURG,FABRE Margaux,f,CF 2017 STRASBOURG,2017-05,200,Nage Libre,Finale,118.7,0.74,1.05,1.79,9.37;55.89;105.17;155.17,0;50;100;150,4.36;30.26;59.57;90.13,27.71;57.43;87.91;118.7
10515716,200 Papillon Finale CF 2022 LIMOGES,SECCHI Clement,m,CF 2022 LIMOGES,2022-04,200,Papillon,Finale,118.72,0.61,0.98,1.5899999999999999,15.14;59.20;109.08;158.32,0;50;100;150,6.16;31.32;61.49;91.98,26.16;56.48;87.42;118.72
10520318,200 Dos Series CF 2020 SAINT-RAPHAEL,NDOYE-BROUARD Yohann,m,CF 2020 SAINT-RAPHAEL,2020-12,200,Dos,Series,118.74,0.58,0.7,1.2799999999999998,14.34;59.46;109.39;158.64,0;50;100;150,6.26;31.76;62.56;93.2,27.41;58.36;89.48;118.74
10522773,200 Papillon Series CF 2023 RENNES,TAYLAN Noyan,m,CF 2023 RENNES,2023-06,200,Papillon,Series,118.75,0.64,0.88,1.52,12.83;58.55;106.84;157.59,0;50;100;150,5.27;31.37;60.77;92.41,26.49;56.78;87.91;118.75
10513891,200 Dos Series CF 2018 SAINT RAPHAEL,MATHIEU Geoffroy,m,CF 2018 SAINT RAPHAEL,2018-05,200,Dos,Series,118.76,0.64,0.7,1.3399999999999999,14.29;60.74;109.58;159.30,0;50;100;150,6.8;33.49;63.09;93.35,27.85;57.94;88.2;118.76
10517852,200 Nage Libre Finale CE 2021 BUDAPEST,FAIN Katja,f,CE 2021 BUDAPEST,2021-05,200,Nage Libre,Finale,118.76,0.72,0.98,1.7,11.39;57.58;107.56;157.30,0;50;100;150,5.27;31.33;61.51;91.85,27.93;58.05;88.55;118.76
10521620,200 Dos Finale GFT 2023 NICE,TOMAC Mewen,m,GFT 2023 NICE,2023-03,200,Dos,Finale,118.76,0.58,0.68,1.26,14.16;63.12;112.75;160.94,0;50;100;150,6.24;34.36;63.96;93.34,27.82;57.53;87.8;118.76
105887,200 Dos Series CF 2018 SAINT RAPHAEL,ORANGE Maxence,m,CF 2018 SAINT RAPHAEL,2018-05,200,Dos,Series,118.76,0.66,0.75,1.4100000000000001,14.67;61.75;111.38;161.08,0;50;100;150,6.59;33.66;63.65;93.75,27.85;57.94;88.2;118.76
10516885,200 Nage Libre Finale CE 2022 ROME,BONNET Charlotte,f,CE 2022 ROME,2022-08,200,Nage Libre,Finale,118.77,0.7,0.92,1.62,11.55;56.71;106.33;157.08,0;50;100;150,5.08;29.94;59.62;91.05,26.98;56.8;87.72;118.77
10533,200 4 Nages Series CF 2018 SAINT RAPHAEL,DESPLANCHES Jeremy,m,CF 2018 SAINT RAPHAEL,2018-05,200,4 Nages,Series,118.77,0.64,0.96,1.6,13.49;58.94;109.50;158.40,0;50;100;150,5.63;30.45;61.32;94.09,25.55;55.35;89.6;118.77
10517848,200 Nage Libre Finale CE 2021 BUDAPEST,DUMONT Valentine,f,CE 2021 BUDAPEST,2021-05,200,Nage Libre,Finale,118.78,0.76,1.01,1.77,10.18;56.65;106.79;156.69,0;50;100;150,4.77;30.76;60.48;90.86,27.77;57.36;87.8;118.78
10515827,200 Dos Finale CF 2021 MONTPELLIER,TOMAC Mewen,m,CF 2021 MONTPELLIER,2021-12,200,Dos,Finale,118.79,0.65,0.73,1.38,14.82;61.04;111.17;162.48,0;50;100;150,6.63;33.36;63.96;95.16,27.97;58.53;88.95;118.79
10518677,200 Dos Finale GFT 2021 MARSEILLE,TOMAC Mewen,m,GFT 2021 MARSEILLE,2021-03,200,Dos,Finale,118.79,0.5,0.6,1.1,13.83;63.87;113.89;163.08,0;50;100;150,6.17;34.73;65.34;95.25,27.96;58.4;88.81;118.79
10515255,200 Dos Finale GFT 2022 NICE,NDOYE-BROUARD Yohann,m,GFT 2022 NICE,2022-02,200,Dos,Finale,118.83,0.6,0.74,1.3399999999999999,14.57;59.68;108.66;158.28,0;50;100;150,6.49;32.4;62.6;93.15,27.93;58.66;89.42;118.83
10515388,200 Dos Finale CF 2022 LIMOGES,HERLEM Antoine,m,CF 2022 LIMOGES,2022-04,200,Dos,Finale,118.83,0.58,0.68,1.26,14.65;62.62;111.71;161.86,0;50;100;150,6.68;34.39;63.67;93.78,28.01;57.86;87.73;118.83
10522710,200 Nage Libre Finale CF 2023 RENNES,WATTEL Marie,f,CF 2023 RENNES,2023-06,200,Nage Libre,Finale,118.83,0.74,1.04,1.78,11.86;57.74;107.77;157.25,0;50;100;150,5.32;31.19;61.14;91.56,27.68;57.66;88.29;118.83
1053640,200 Nage Libre Series JO 2016 RIO DE JANEIRO,BALMY Coralie,f,JO 2016 RIO DE JANEIRO,2016-08,200,Nage Libre,Series,118.83,0.69,1.01,1.7,8.91;55.86;105.27;155.27,0;50;100;150,4.2;30.32;60.54;90.9,27.88;58.37;88.68;118.83
105124,200 Dos Finale CF 2018 SAINT RAPHAEL,MATHIEU Geoffroy,m,CF 2018 SAINT RAPHAEL,2018-05,200,Dos,Finale,118.84,0.63,0.7,1.33,13.88;59.88;109.62;158.74,0;50;100;150,6.47;33;63.43;93.56,28.26;58.77;89.48;118.84
10516137,200 Papillon Finale CF 2021 MONTPELLIER,SECCHI Clement,m,CF 2021 MONTPELLIER,2021-12,200,Papillon,Finale,118.86,0.62,0.97,1.5899999999999999,15.17;60.40;109.21;159.41,0;50;100;150,6.09;32.26;61.96;92.96,26.39;56.87;87.71;118.86
10518264,200 Nage Libre Finale CF 2019 RENNES,FABRE Margaux,f,CF 2019 RENNES,2019-04,200,Nage Libre,Finale,118.86,0.67,0.9,1.57,9.15;55.17;104.22;154.18,0;50;100;150,4.24;29.83;58.85;89.85,27.59;57.06;87.96;118.86
10518461,200 Dos Finale CF 2019 RENNES,MATHIEU Geoffroy,m,CF 2019 RENNES,2019-04,200,Dos,Finale,118.86,0.6,0.78,1.38,14.02;59.42;108.51;158.67,0;50;100;150,6.43;32.56;62.5;93.42,27.99;58.41;89.4;118.86
10516850,200 Nage Libre Demi-finale CE 2022 ROME,POLANSKA Aleksandra,f,CE 2022 ROME,2022-08,200,Nage Libre,Demi-finale,118.87,0.72,0.96,1.68,9.53;55.47;105.08;154.80,0;50;100;150,4.34;30.53;60.14;90.5,28.14;57.87;88.36;118.87
10520028,200 Dos Finale MN 2022 MONACO,NDOYE-BROUARD Yohann,m,MN 2022 MONACO,2022-05,200,Dos,Finale,118.91,0.63,0.75,1.38,14.70;59.88;107.41;157.96,0;50;100;150,6.48;32.06;61.28;92.79,27.62;58.17;89.42;118.91
10514389,200 Dos Series CM 2017 BUDAPEST,MATHIEU Geoffroy,m,CM 2017 BUDAPEST,2017-07,200,Dos,Series,118.92,0.6,0.66,1.26,14.37;60.88;110.30;159.54,0;50;100;150,6.66;33.33;63.07;93.26,27.93;58.04;88.58;118.92
10515822,200 Dos Series CF 2021 MONTPELLIER,HERLEM Antoine,m,CF 2021 MONTPELLIER,2021-12,200,Dos,Series,118.92,0.57,0.73,1.2999999999999998,14.21;61.56;111.44;161.15,0;50;100;150,6.44;33.85;63.63;93.71,28.21;57.93;88.13;118.92
10522711,200 Nage Libre Finale CF 2023 RENNES,TESSARIOL Lucile,f,CF 2023 RENNES,2023-06,200,Nage Libre,Finale,118.93,0.75,0.99,1.74,9.52;56.45;106.05;155.78,0;50;100;150,4.45;31.15;61.05;91.49,28.16;58.34;88.77;118.93
10518445,200 Dos Series CF 2019 RENNES,MATHIEU Geoffroy,m,CF 2019 RENNES,2019-04,200,Dos,Series,118.95,0.6,0.75,1.35,14.56;59.67;109.04;159.30,0;50;100;150,6.59;32.98;62.67;93.37,28.19;58.31;88.86;118.95
105123,200 Dos Finale CF 2018 SAINT RAPHAEL,ORANGE Maxence,m,CF 2018 SAINT RAPHAEL,2018-05,200,Dos,Finale,118.96,0.67,0.8,1.4700000000000002,14.18;60.17;110.56;160.70,0;50;100;150,6.38;32.97;63.66;94.32,28.02;58.41;89;118.96
10515390,200 Dos Finale CF 2022 LIMOGES,MATHIEU Geoffroy,m,CF 2022 LIMOGES,2022-04,200,Dos,Finale,118.96,0.63,0.69,1.3199999999999998,12.80;59.65;108.85;159.06,0;50;100;150,5.83;32.65;62.83;93.85,28.04;58.67;89.63;118.96
10518643,200 4 Nages Finale GFT 2021 MARSEILLE,MARCHAND Leon,m,GFT 2021 MARSEILLE,2021-03,200,4 Nages,Finale,118.97,0.6,0.9,1.5,13.66;62.09;108.76;160.93,0;50;100;150,5.63;32.57;61.43;96.38,26.04;56.38;90.41;118.97
763330,200 Nage Libre Finale Golden FFN Tour Marseille,ASSFELD Arthur,m,Golden FFN Tour Marseille,2016-03,200,Nage Libre,Finale,118.97,0.7,1.1,1.8,10.67;56.27;105.84;156.19,0;50;100;150,4.91;30.71;60.83;91.77,27.94;58.12;88.94;118.97
10516776,200 Dos Series CE 2022 ROME,SISKOS Apostolos,m,CE 2022 ROME,2022-08,200,Dos,Series,118.99,0.56,0.59,1.15,13.63;61.27;110.93;160.69,0;50;100;150,6.18;33.94;63.73;94.09,28.21;58.21;88.68;118.99
10515371,200 Dos Series CF 2022 LIMOGES,NDOYE-BROUARD Yohann,m,CF 2022 LIMOGES,2022-04,200,Dos,Series,119.0,0.58,0.67,1.25,14.57;62.26;111.66;162.27,0;50;100;150,6.46;33.85;64.03;95.29,28.03;58.38;89.48;119
10517981,200 Dos Series JO 2021 TOKYO,TOMAC Mewen,m,JO 2021 TOKYO,2021-07,200,Dos,Series,119.02,0.62,0.72,1.3399999999999999,13.47;61.72;110.33;160.68,0;50;100;150,5.81;32.54;61.66;92.9,26.98;56.6;87.53;119.02
10518162,200 Dos Finale JO 2021 TOKYO,GARCIA SAIZ Nicolas,m,JO 2021 TOKYO,2021-07,200,Dos,Finale,119.06,0.63,0.76,1.3900000000000001,14.61;59.78;108.75;157.82,0;50;100;150,6.8;32.22;61.07;91.13,27.66;57.06;87.55;119.06
10517590,200 Dos Finale CHPTS ESP 2021,HERLEM Antoine,m,CHPTS ESP 2021,2021-08,200,Dos,Finale,119.07,0.6,0.72,1.3199999999999998,14.30;63.62;112.62;164.87,0;50;100;150,6.56;35.24;65.38;96.66,28.57;58.91;89.1;119.07
7613794,200 Dos Finale CF 2015 LIMOGES,STRAVIUS Jeremy,m,CF 2015 LIMOGES,2015-03,200,Dos,Finale,119.07,0.66,0.78,1.44,15.66;64.13;111.49;159.17,0;50;100;150,6.66;34.06;63.3;93.3,26.89;57.5;88.77;119.07
10518674,200 Dos Finale GFT 2021 MARSEILLE,BRUN Christophe,m,GFT 2021 MARSEILLE,2021-03,200,Dos,Finale,119.1,0.5,0.58,1.08,14.48;60.39;109.41;159.24,0;50;100;150,7.01;33.04;62.94;93.68,28.09;58.37;89.28;119.1
10519211,200 Nage Libre Finale GFT 2021 NICE,EGOROVA Anna,f,GFT 2021 NICE,2021-02,200,Nage Libre,Finale,119.11,0.6,0.76,1.3599999999999999,9.32;55.89;105.92;155.30,0;50;100;150,4.31;31.06;60.96;91.04,28.52;58.41;88.75;119.11
10515372,200 Dos Series CF 2022 LIMOGES,MATHIEU Geoffroy,m,CF 2022 LIMOGES,2022-04,200,Dos,Series,119.12,0.64,0.72,1.3599999999999999,13.14;59.86;108.98;159.63,0;50;100;150,5.99;32.91;62.81;94.08,28.15;58.54;89.42;119.12
10519180,200 Dos Series GFT 2021 NICE,ORANGE Maxence,m,GFT 2021 NICE,2021-02,200,Dos,Series,119.12,0.5,0.66,1.1600000000000001,13.95;60.71;110.26;158.97,0;50;100;150,6.1;32.96;63.11;92.75,27.91;58.17;88.66;119.12
10518807,200 Dos Series GFT 2021 MARSEILLE,BRUN Christophe,m,GFT 2021 MARSEILLE,2021-03,200,Dos,Series,119.14,0.5,0.58,1.08,14.84;60.40;109.09;159.20,0;50;100;150,7.33;33.19;62.46;93.04,28.33;58.26;88.88;119.14
10521061,200 Papillon Finale JM 2022 ORAN,MARSAU Matthias,m,JM 2022 ORAN,2022-07,200,Papillon,Finale,119.14,0.71,1.11,1.82,12.84;59.24;108.82;157.84,0;50;100;150,5.54;32.03;61.74;91.99,26.79;56.59;87.44;119.14
10521974,200 Nage Libre Finale MN 2023 BARCELONE,BONNET Charlotte,f,MN 2023 BARCELONE,2023-05,200,Nage Libre,Finale,119.14,0.7,0.96,1.66,11.65;56.99;107.24;157.56,0;50;100;150,5.28;31.46;62.09;92.8,28.43;58.77;89.25;119.14
10518675,200 Dos Finale GFT 2021 MARSEILLE,HERLEM Antoine,m,GFT 2021 MARSEILLE,2021-03,200,Dos,Finale,119.15,0.5,0.62,1.12,13.02;62.58;110.20;161.30,0;50;100;150,6.06;34.34;63.45;94.94,28.09;58.38;89.36;119.15
10519224,200 Dos Finale GFT 2021 NICE,TOMAC Mewen,m,GFT 2021 NICE,2021-02,200,Dos,Finale,119.17,0.5,0.63,1.13,12.08;60.61;110.52;160.80,0;50;100;150,5.46;32.29;61.85;92.5,27.47;56.93;87.32;119.17
10522774,200 Papillon Series CF 2023 RENNES,MARCHAND Leon,m,CF 2023 RENNES,2023-06,200,Papillon,Series,119.17,0.66,0.98,1.6400000000000001,16.01;63.52;112.84;161.77,0;50;100;150,6.53;33.88;63.47;94.13,26.19;56.03;87.24;119.17
1054494,200 Papillon Finale CF 2017 STRASBOURG,MARSAU Matthias,m,CF 2017 STRASBOURG,2017-05,200,Papillon,Finale,119.17,0.67,0.97,1.6400000000000001,12.59;58.03;107.76;157.59,0;50;100;150,5.37;31.15;61.4;91.98,26.8;56.77;87.71;119.17
10520852,200 Papillon Finale CF 2019 RENNES,MARSAU Matthias,m,CF 2019 RENNES,2019-04,200,Papillon,Finale,119.2,0.69,0.92,1.6099999999999999,12.15;59.34;108.94;158.51,0;50;100;150,5.41;32.09;62.09;92.68,26.67;57.14;87.68;119.2
10522602,200 Dos Series CF 2023 RENNES,BRUN Christophe,m,CF 2023 RENNES,2023-06,200,Dos,Series,119.23,0.64,0.72,1.3599999999999999,13.88;59.90;108.67;159.05,0;50;100;150,6.66;33.35;62.73;93.3,28.42;58.55;88.96;119.23
1054110,200 Papillon Finale GOLDEN FFN TOUR 2017 NICE,COELHO Jordan,m,GOLDEN FFN TOUR 2017 NICE,2017-02,200,Papillon,Finale,119.23,0.6,0.91,1.51,15.50;60.47;110.05;160.58,0;50;100;150,6.36;32.38;62.46;93.76,26.53;56.73;87.66;119.23
10517200,200 Dos Series CM 2022 BUDAPEST,MAKRYGIANNIS Evangelos,m,CM 2022 BUDAPEST,2022-06,200,Dos,Series,119.25,0.64,0.73,1.37,15.22;61.45;109.65;158.69,0;50;100;150,6.85;33.37;62.32;92.48,27.83;57.79;88.52;119.25
10519227,200 Dos Finale GFT 2021 NICE,CHRISTOU Apostolos,m,GFT 2021 NICE,2021-02,200,Dos,Finale,119.25,0.5,0.62,1.12,15.35;61.24;110.50;160.11,0;50;100;150,6.62;32.85;62.81;93.65,27.39;57.98;88.91;119.25
